"variable" "value" "group" "Succession" "Succession_numeric" "Community"
"15272" "GT21" 0.972645103159944 "GT" "Managed" 1 "Bacteria"
"15273" "GT21" 0.989033279205225 "GT" "Managed" 1 "Bacteria"
"15274" "GT21" 0.908319932674956 "GT" "Managed" 1 "Bacteria"
"15275" "GT21" 0.984552806196175 "GT" "Managed" 1 "Bacteria"
"15276" "GT21" 0.952699876836748 "GT" "Managed" 1 "Bacteria"
"15277" "GT21" 0.815071277973167 "GT" "Managed" 1 "Bacteria"
"15278" "GT21" 0.843690320749975 "GT" "Managed" 1 "Bacteria"
"15279" "GT21" 0.973263193245983 "GT" "Managed" 1 "Bacteria"
"15280" "GT21" 0.883635521487608 "GT" "Managed" 1 "Bacteria"
"15281" "GT21" 0.984452203866793 "GT" "Managed" 1 "Bacteria"
"15282" "GT21" 0.964420079862285 "GT" "Managed" 1 "Bacteria"
"15283" "GT21" 0.980978142610057 "GT" "Managed" 1 "Bacteria"
"15284" "GT21" 0.978025105912586 "GT" "Managed" 1 "Bacteria"
"15285" "GT21" 0.971912619023427 "GT" "Managed" 1 "Bacteria"
"15286" "GT21" 0.947839807565037 "GT" "Managed" 1 "Bacteria"
"15287" "GT21" 0.986590123355023 "GT" "Managed" 1 "Bacteria"
"15288" "GT21" 0.930702616618922 "GT" "Managed" 1 "Bacteria"
"15289" "GT21" 0.940603828644047 "GT" "Managed" 1 "Bacteria"
"15290" "GT21" 0.94085957728053 "GT" "Managed" 1 "Bacteria"
"15291" "GT21" 0.923856142407705 "GT" "Managed" 1 "Bacteria"
"15292" "GT21" 0.985764409738565 "GT" "Managed" 1 "Bacteria"
"15293" "GT21" 0.970630705172879 "GT" "Managed" 1 "Bacteria"
"15294" "GT21" 0.960004605685512 "GT" "Managed" 1 "Bacteria"
"15295" "GT21" 0.915212962380987 "GT" "Managed" 1 "Bacteria"
"15296" "GT21" 0.991183918817501 "GT" "Managed" 1 "Bacteria"
"15297" "GT21" 0.989453909923837 "GT" "Managed" 1 "Bacteria"
"15298" "GT21" 0.981230143539184 "GT" "Managed" 1 "Bacteria"
"15299" "GT21" 0.97907703493941 "GT" "Managed" 1 "Bacteria"
"15300" "GT21" 0.987382882795001 "GT" "Managed" 1 "Bacteria"
"15301" "GT21" 0.983804180235907 "GT" "Managed" 1 "Bacteria"
"15302" "GT21" 0.998240252948218 "GT" "Managed" 1 "Bacteria"
"15303" "GT21" 0.99477813587174 "GT" "Managed" 1 "Bacteria"
"15304" "GT21" 0.807891128975464 "GT" "Managed" 1 "Bacteria"
"15305" "GT21" 0.999815069335783 "GT" "Managed" 1 "Bacteria"
"15306" "GT21" 0.994947678181275 "GT" "Managed" 1 "Bacteria"
"15307" "GT21" 0.9864521211724 "GT" "Managed" 1 "Bacteria"
"15308" "GT21" 0.999569842500762 "GT" "Managed" 1 "Bacteria"
"15309" "GT21" 0.843626268161386 "GT" "Managed" 1 "Bacteria"
"15310" "GT21" 0.948618611397138 "GT" "Managed" 1 "Bacteria"
"15311" "GT21" 0.982967849927466 "GT" "Managed" 1 "Bacteria"
"15312" "GT21" 0.916647548383354 "GT" "Managed" 1 "Bacteria"
"15313" "GT21" 0.99273264211463 "GT" "Managed" 1 "Bacteria"
"15314" "GT21" 0.867679954510827 "GT" "Managed" 1 "Bacteria"
"15315" "GT21" 0.793270559947676 "GT" "Managed" 1 "Bacteria"
"15316" "GT21" 0.70772672347919 "GT" "Managed" 1 "Bacteria"
"15317" "GT21" 0.905386997194163 "GT" "Managed" 1 "Bacteria"
"15318" "GT21" 0.921705932673519 "GT" "Managed" 1 "Bacteria"
"15319" "GT26" 0.982280069718707 "GT" "Managed" 1 "Bacteria"
"15320" "GT26" 0.943965987009306 "GT" "Managed" 1 "Bacteria"
"15321" "GT26" 0.99716585868038 "GT" "Managed" 1 "Bacteria"
"15322" "GT26" 0.984218109457136 "GT" "Managed" 1 "Bacteria"
"15323" "GT26" 0.978931221745837 "GT" "Managed" 1 "Bacteria"
"15324" "GT26" 0.961775629528666 "GT" "Managed" 1 "Bacteria"
"15325" "GT26" 0.945180722505918 "GT" "Managed" 1 "Bacteria"
"15326" "GT26" 0.96895636507345 "GT" "Managed" 1 "Bacteria"
"15327" "GT26" 0.951445205013404 "GT" "Managed" 1 "Bacteria"
"15328" "GT26" 0.991623973400418 "GT" "Managed" 1 "Bacteria"
"15329" "GT26" 0.99983234488612 "GT" "Managed" 1 "Bacteria"
"15330" "GT26" 0.986124929787014 "GT" "Managed" 1 "Bacteria"
"15331" "GT26" 0.97394504226344 "GT" "Managed" 1 "Bacteria"
"15332" "GT26" 0.959690420120564 "GT" "Managed" 1 "Bacteria"
"15333" "GT26" 0.961615115002716 "GT" "Managed" 1 "Bacteria"
"15334" "GT26" 0.862437569874917 "GT" "Managed" 1 "Bacteria"
"15335" "GT26" 0.971888628120856 "GT" "Managed" 1 "Bacteria"
"15336" "GT26" 0.969820528179206 "GT" "Managed" 1 "Bacteria"
"15337" "GT26" 0.97167895880355 "GT" "Managed" 1 "Bacteria"
"15338" "GT26" 0.991221826522449 "GT" "Managed" 1 "Bacteria"
"15339" "GT26" 0.986500094654075 "GT" "Managed" 1 "Bacteria"
"15340" "GT26" 0.999862059132111 "GT" "Managed" 1 "Bacteria"
"15341" "GT26" 0.980320093979502 "GT" "Managed" 1 "Bacteria"
"15342" "GT26" 0.809362762387004 "GT" "Managed" 1 "Bacteria"
"15343" "GT26" 0.990045896201692 "GT" "Managed" 1 "Bacteria"
"15344" "GT26" 0.806975960886524 "GT" "Managed" 1 "Bacteria"
"15345" "GT26" 0.991227086606561 "GT" "Managed" 1 "Bacteria"
"15346" "GT26" 0.956149344093892 "GT" "Managed" 1 "Bacteria"
"15347" "GT26" 0.951684694424194 "GT" "Managed" 1 "Bacteria"
"15348" "GT26" 0.993478633668817 "GT" "Managed" 1 "Bacteria"
"15349" "GT26" 0.989269961981764 "GT" "Managed" 1 "Bacteria"
"15350" "GT26" 0.993162655935283 "GT" "Managed" 1 "Bacteria"
"15351" "GT26" 0.987717241796246 "GT" "Managed" 1 "Bacteria"
"15352" "GT26" 0.966206610629739 "GT" "Managed" 1 "Bacteria"
"15353" "GT26" 0.985741005157378 "GT" "Managed" 1 "Bacteria"
"15354" "GT26" 0.960841196086564 "GT" "Managed" 1 "Bacteria"
"15355" "GT26" 0.904553618255958 "GT" "Managed" 1 "Bacteria"
"15356" "GT26" 0.987767248829281 "GT" "Managed" 1 "Bacteria"
"15357" "GT26" 0.89677427866506 "GT" "Managed" 1 "Bacteria"
"15358" "GT26" 0.93335676883492 "GT" "Managed" 1 "Bacteria"
"15359" "GT26" 0.936682423072729 "GT" "Managed" 1 "Bacteria"
"15360" "GT26" 0.950031202743731 "GT" "Managed" 1 "Bacteria"
"15361" "GT26" 0.977518903911834 "GT" "Managed" 1 "Bacteria"
"15362" "GT26" 0.994379541659694 "GT" "Managed" 1 "Bacteria"
"15363" "GT26" 0.826628197799588 "GT" "Managed" 1 "Bacteria"
"15364" "GT26" 0.992847461456214 "GT" "Managed" 1 "Bacteria"
"15365" "GT26" 0.987401718785805 "GT" "Managed" 1 "Bacteria"
"15366" "GT26" 0.948354920535532 "GT" "Managed" 1 "Bacteria"
"15367" "GT26" 0.985131385078637 "GT" "Managed" 1 "Bacteria"
"15368" "GT26" 0.928017825982837 "GT" "Managed" 1 "Bacteria"
"15369" "GT26" 0.941270699404206 "GT" "Managed" 1 "Bacteria"
"15370" "GT26" 0.960048666679607 "GT" "Managed" 1 "Bacteria"
"15371" "GT26" 0.995821149094019 "GT" "Managed" 1 "Bacteria"
"15372" "GT26" 0.997087404093292 "GT" "Managed" 1 "Bacteria"
"15373" "GT26" 0.978148526830145 "GT" "Managed" 1 "Bacteria"
"15374" "GT26" 0.993453831907189 "GT" "Managed" 1 "Bacteria"
"15375" "GT26" 0.998663799376598 "GT" "Managed" 1 "Bacteria"
"15376" "GT26" 0.956059923198465 "GT" "Managed" 1 "Bacteria"
"15377" "GT26" 0.967775876085388 "GT" "Managed" 1 "Bacteria"
"15378" "GT26" 0.949810627939346 "GT" "Managed" 1 "Bacteria"
"15379" "GT26" 0.964612916300517 "GT" "Managed" 1 "Bacteria"
"15380" "GT26" 0.983370921539493 "GT" "Managed" 1 "Bacteria"
"15381" "GT26" 0.992912627238865 "GT" "Managed" 1 "Bacteria"
"15382" "GT26" 0.999335867278961 "GT" "Managed" 1 "Bacteria"
"15383" "GT26" 0.975160771341957 "GT" "Managed" 1 "Bacteria"
"15384" "GT26" 0.959710485581819 "GT" "Managed" 1 "Bacteria"
"15385" "GT26" 0.944828942067223 "GT" "Managed" 1 "Bacteria"
"15386" "GT26" 0.856595514245339 "GT" "Managed" 1 "Bacteria"
"15387" "GT26" 0.990616886466818 "GT" "Managed" 1 "Bacteria"
"15388" "GT26" 0.983495245731579 "GT" "Managed" 1 "Bacteria"
"15389" "GT26" 0.86318911644563 "GT" "Managed" 1 "Bacteria"
"15390" "GT26" 0.993767958801417 "GT" "Managed" 1 "Bacteria"
"15391" "GT26" 0.996498714919335 "GT" "Managed" 1 "Bacteria"
"15392" "GT26" 0.948061487895932 "GT" "Managed" 1 "Bacteria"
"15393" "GT26" 0.994626255889095 "GT" "Managed" 1 "Bacteria"
"15394" "GT26" 0.948338492829874 "GT" "Managed" 1 "Bacteria"
"15395" "GT26" 0.880491467726746 "GT" "Managed" 1 "Bacteria"
"15396" "GT26" 0.84873609607341 "GT" "Managed" 1 "Bacteria"
"15397" "GT26" 0.984356968429171 "GT" "Managed" 1 "Bacteria"
"15398" "GT26" 0.936970325220548 "GT" "Managed" 1 "Bacteria"
"15399" "GT26" 0.956514138044628 "GT" "Managed" 1 "Bacteria"
"15400" "GT26" 0.955480652799482 "GT" "Managed" 1 "Bacteria"
"15401" "GT26" 0.86820902605185 "GT" "Managed" 1 "Bacteria"
"15402" "GT26" 0.922252239035112 "GT" "Managed" 1 "Bacteria"
"15403" "GT26" 0.973805550077428 "GT" "Managed" 1 "Bacteria"
"15404" "GT26" 0.975598442984476 "GT" "Managed" 1 "Bacteria"
"15405" "GT26" 0.983477069164576 "GT" "Managed" 1 "Bacteria"
"15406" "GT26" 0.951948421404011 "GT" "Managed" 1 "Bacteria"
"15407" "GT26" 0.958563558062525 "GT" "Managed" 1 "Bacteria"
"15408" "GT26" 0.980441677102481 "GT" "Managed" 1 "Bacteria"
"15409" "GT26" 0.888374867572595 "GT" "Managed" 1 "Bacteria"
"15410" "GT26" 0.982345150064108 "GT" "Managed" 1 "Bacteria"
"15411" "GT26" 0.982550654777442 "GT" "Managed" 1 "Bacteria"
"15412" "GT26" 0.977292806622671 "GT" "Managed" 1 "Bacteria"
"15413" "GT26" 0.963516095033307 "GT" "Managed" 1 "Bacteria"
"15414" "GT26" 0.998246818806476 "GT" "Managed" 1 "Bacteria"
"15415" "GT26" 0.988740365471463 "GT" "Managed" 1 "Bacteria"
"15416" "GT26" 0.99068432123328 "GT" "Managed" 1 "Bacteria"
"15417" "GT26" 0.961877645784055 "GT" "Managed" 1 "Bacteria"
"15418" "GT26" 0.884764636702029 "GT" "Managed" 1 "Bacteria"
"15419" "GT26" 0.999020944508851 "GT" "Managed" 1 "Bacteria"
"15420" "GT26" 0.995373026015629 "GT" "Managed" 1 "Bacteria"
"15421" "GT26" 0.984959027080513 "GT" "Managed" 1 "Bacteria"
"15422" "GT26" 0.844651658878841 "GT" "Managed" 1 "Bacteria"
"15423" "GT26" 0.999930101336805 "GT" "Managed" 1 "Bacteria"
"15424" "GT26" 0.959559337091624 "GT" "Managed" 1 "Bacteria"
"15425" "GT26" 0.993973306933828 "GT" "Managed" 1 "Bacteria"
"15426" "GT26" 0.997418168869174 "GT" "Managed" 1 "Bacteria"
"15427" "GT26" 0.875113293213557 "GT" "Managed" 1 "Bacteria"
"15428" "GT26" 0.967587250453763 "GT" "Managed" 1 "Bacteria"
"15429" "GT26" 0.983281091578741 "GT" "Managed" 1 "Bacteria"
"15430" "GT26" 0.897423810029704 "GT" "Managed" 1 "Bacteria"
"15431" "GT26" 0.984090551035635 "GT" "Managed" 1 "Bacteria"
"15432" "GT26" 0.933008119642543 "GT" "Managed" 1 "Bacteria"
"15433" "GT26" 0.877599478176222 "GT" "Managed" 1 "Bacteria"
"15434" "GT26" 0.804763794466219 "GT" "Managed" 1 "Bacteria"
"15435" "GT26" 0.949754430880214 "GT" "Managed" 1 "Bacteria"
"15436" "GT26" 0.952397287269954 "GT" "Managed" 1 "Bacteria"
"15437" "GT28" 0.981828173902336 "GT" "Managed" 1 "Bacteria"
"15438" "GT28" 0.952420740642178 "GT" "Managed" 1 "Bacteria"
"15439" "GT28" 0.995250785173329 "GT" "Managed" 1 "Bacteria"
"15440" "GT28" 0.987325860172825 "GT" "Managed" 1 "Bacteria"
"15441" "GT28" 0.985889949857695 "GT" "Managed" 1 "Bacteria"
"15442" "GT28" 0.970700889893707 "GT" "Managed" 1 "Bacteria"
"15443" "GT28" 0.948108384302454 "GT" "Managed" 1 "Bacteria"
"15444" "GT28" 0.97575255237025 "GT" "Managed" 1 "Bacteria"
"15445" "GT28" 0.95186125766162 "GT" "Managed" 1 "Bacteria"
"15446" "GT28" 0.991285292295138 "GT" "Managed" 1 "Bacteria"
"15447" "GT28" 0.99865497234118 "GT" "Managed" 1 "Bacteria"
"15448" "GT28" 0.987319395802394 "GT" "Managed" 1 "Bacteria"
"15449" "GT28" 0.981894522850339 "GT" "Managed" 1 "Bacteria"
"15450" "GT28" 0.967681533495136 "GT" "Managed" 1 "Bacteria"
"15451" "GT28" 0.962276202596752 "GT" "Managed" 1 "Bacteria"
"15452" "GT28" 0.877465142891104 "GT" "Managed" 1 "Bacteria"
"15453" "GT28" 0.979178655461328 "GT" "Managed" 1 "Bacteria"
"15454" "GT28" 0.974752974866088 "GT" "Managed" 1 "Bacteria"
"15455" "GT28" 0.973022848826299 "GT" "Managed" 1 "Bacteria"
"15456" "GT28" 0.996200100009783 "GT" "Managed" 1 "Bacteria"
"15457" "GT28" 0.983550476212311 "GT" "Managed" 1 "Bacteria"
"15458" "GT28" 0.996148532536301 "GT" "Managed" 1 "Bacteria"
"15459" "GT28" 0.982414042717831 "GT" "Managed" 1 "Bacteria"
"15460" "GT28" 0.816777883291931 "GT" "Managed" 1 "Bacteria"
"15461" "GT28" 0.991286821037459 "GT" "Managed" 1 "Bacteria"
"15462" "GT28" 0.79653861491741 "GT" "Managed" 1 "Bacteria"
"15463" "GT28" 0.983196888354052 "GT" "Managed" 1 "Bacteria"
"15464" "GT28" 0.948136713745375 "GT" "Managed" 1 "Bacteria"
"15465" "GT28" 0.949431015586567 "GT" "Managed" 1 "Bacteria"
"15466" "GT28" 0.996304216079898 "GT" "Managed" 1 "Bacteria"
"15467" "GT28" 0.992308919679975 "GT" "Managed" 1 "Bacteria"
"15468" "GT28" 0.982416077426398 "GT" "Managed" 1 "Bacteria"
"15469" "GT28" 0.983241289513428 "GT" "Managed" 1 "Bacteria"
"15470" "GT28" 0.974495325032064 "GT" "Managed" 1 "Bacteria"
"15471" "GT28" 0.987687703373127 "GT" "Managed" 1 "Bacteria"
"15472" "GT28" 0.956961117276644 "GT" "Managed" 1 "Bacteria"
"15473" "GT28" 0.910955930229924 "GT" "Managed" 1 "Bacteria"
"15474" "GT28" 0.986017844141783 "GT" "Managed" 1 "Bacteria"
"15475" "GT28" 0.892054334301195 "GT" "Managed" 1 "Bacteria"
"15476" "GT28" 0.937051392958444 "GT" "Managed" 1 "Bacteria"
"15477" "GT28" 0.928042794145291 "GT" "Managed" 1 "Bacteria"
"15478" "GT28" 0.934213650757659 "GT" "Managed" 1 "Bacteria"
"15479" "GT28" 0.978087405242497 "GT" "Managed" 1 "Bacteria"
"15480" "GT28" 0.994493964180308 "GT" "Managed" 1 "Bacteria"
"15481" "GT28" 0.841203498580154 "GT" "Managed" 1 "Bacteria"
"15482" "GT28" 0.989074210577445 "GT" "Managed" 1 "Bacteria"
"15483" "GT28" 0.98083600745917 "GT" "Managed" 1 "Bacteria"
"15484" "GT28" 0.95237717492695 "GT" "Managed" 1 "Bacteria"
"15485" "GT28" 0.989998741247155 "GT" "Managed" 1 "Bacteria"
"15486" "GT28" 0.914742312432819 "GT" "Managed" 1 "Bacteria"
"15487" "GT28" 0.937796894938273 "GT" "Managed" 1 "Bacteria"
"15488" "GT28" 0.956938397146461 "GT" "Managed" 1 "Bacteria"
"15489" "GT28" 0.98858738608021 "GT" "Managed" 1 "Bacteria"
"15490" "GT28" 0.998018575493237 "GT" "Managed" 1 "Bacteria"
"15491" "GT28" 0.973355847416311 "GT" "Managed" 1 "Bacteria"
"15492" "GT28" 0.989178117597727 "GT" "Managed" 1 "Bacteria"
"15493" "GT28" 0.997099247936746 "GT" "Managed" 1 "Bacteria"
"15494" "GT28" 0.958357333565857 "GT" "Managed" 1 "Bacteria"
"15495" "GT28" 0.963449347741107 "GT" "Managed" 1 "Bacteria"
"15496" "GT28" 0.948669973443799 "GT" "Managed" 1 "Bacteria"
"15497" "GT28" 0.950586657373842 "GT" "Managed" 1 "Bacteria"
"15498" "GT28" 0.974469839694008 "GT" "Managed" 1 "Bacteria"
"15499" "GT28" 0.98780789686819 "GT" "Managed" 1 "Bacteria"
"15500" "GT28" 0.991693610820335 "GT" "Managed" 1 "Bacteria"
"15501" "GT28" 0.965085565116935 "GT" "Managed" 1 "Bacteria"
"15502" "GT28" 0.950585648182011 "GT" "Managed" 1 "Bacteria"
"15503" "GT28" 0.952423459399761 "GT" "Managed" 1 "Bacteria"
"15504" "GT28" 0.846679683380881 "GT" "Managed" 1 "Bacteria"
"15505" "GT28" 0.986290142565258 "GT" "Managed" 1 "Bacteria"
"15506" "GT28" 0.974279811290703 "GT" "Managed" 1 "Bacteria"
"15507" "GT28" 0.856113005400784 "GT" "Managed" 1 "Bacteria"
"15508" "GT28" 0.989581617210975 "GT" "Managed" 1 "Bacteria"
"15509" "GT28" 0.991642685313528 "GT" "Managed" 1 "Bacteria"
"15510" "GT28" 0.937413978504983 "GT" "Managed" 1 "Bacteria"
"15511" "GT28" 0.992831165273163 "GT" "Managed" 1 "Bacteria"
"15512" "GT28" 0.936184621590072 "GT" "Managed" 1 "Bacteria"
"15513" "GT28" 0.878078030942033 "GT" "Managed" 1 "Bacteria"
"15514" "GT28" 0.8703119426852 "GT" "Managed" 1 "Bacteria"
"15515" "GT28" 0.984669772617527 "GT" "Managed" 1 "Bacteria"
"15516" "GT28" 0.943762288957487 "GT" "Managed" 1 "Bacteria"
"15517" "GT28" 0.946585316328225 "GT" "Managed" 1 "Bacteria"
"15518" "GT28" 0.957291173121047 "GT" "Managed" 1 "Bacteria"
"15519" "GT28" 0.860629236957955 "GT" "Managed" 1 "Bacteria"
"15520" "GT28" 0.923619227345063 "GT" "Managed" 1 "Bacteria"
"15521" "GT28" 0.964157231346132 "GT" "Managed" 1 "Bacteria"
"15522" "GT28" 0.962257312730536 "GT" "Managed" 1 "Bacteria"
"15523" "GT28" 0.983799305054893 "GT" "Managed" 1 "Bacteria"
"15524" "GT28" 0.932148340637429 "GT" "Managed" 1 "Bacteria"
"15525" "GT28" 0.94815924673804 "GT" "Managed" 1 "Bacteria"
"15526" "GT28" 0.97400188218437 "GT" "Managed" 1 "Bacteria"
"15527" "GT28" 0.866552411631193 "GT" "Managed" 1 "Bacteria"
"15528" "GT28" 0.985606148246059 "GT" "Managed" 1 "Bacteria"
"15529" "GT28" 0.970849870599865 "GT" "Managed" 1 "Bacteria"
"15530" "GT28" 0.980482518997068 "GT" "Managed" 1 "Bacteria"
"15531" "GT28" 0.963737501520975 "GT" "Managed" 1 "Bacteria"
"15532" "GT28" 0.999620009226686 "GT" "Managed" 1 "Bacteria"
"15533" "GT28" 0.983790024339101 "GT" "Managed" 1 "Bacteria"
"15534" "GT28" 0.995464735281417 "GT" "Managed" 1 "Bacteria"
"15535" "GT28" 0.956006617765279 "GT" "Managed" 1 "Bacteria"
"15536" "GT28" 0.880214760600427 "GT" "Managed" 1 "Bacteria"
"15537" "GT28" 0.990281245068851 "GT" "Managed" 1 "Bacteria"
"15538" "GT28" 0.999427450951329 "GT" "Managed" 1 "Bacteria"
"15539" "GT28" 0.983890912858549 "GT" "Managed" 1 "Bacteria"
"15540" "GT28" 0.85655245351137 "GT" "Managed" 1 "Bacteria"
"15541" "GT28" 0.999965603475741 "GT" "Managed" 1 "Bacteria"
"15542" "GT28" 0.967300824955186 "GT" "Managed" 1 "Bacteria"
"15543" "GT28" 0.995522376675782 "GT" "Managed" 1 "Bacteria"
"15544" "GT28" 0.999907381122268 "GT" "Managed" 1 "Bacteria"
"15545" "GT28" 0.894925765007285 "GT" "Managed" 1 "Bacteria"
"15546" "GT28" 0.955455710089331 "GT" "Managed" 1 "Bacteria"
"15547" "GT28" 0.986149443906755 "GT" "Managed" 1 "Bacteria"
"15548" "GT28" 0.872834003127909 "GT" "Managed" 1 "Bacteria"
"15549" "GT28" 0.992406804367632 "GT" "Managed" 1 "Bacteria"
"15550" "GT28" 0.93522402873943 "GT" "Managed" 1 "Bacteria"
"15551" "GT28" 0.880317476161398 "GT" "Managed" 1 "Bacteria"
"15552" "GT28" 0.815248917065745 "GT" "Managed" 1 "Bacteria"
"15553" "GT28" 0.95336564615142 "GT" "Managed" 1 "Bacteria"
"15554" "GT28" 0.956508608192883 "GT" "Managed" 1 "Bacteria"
"15555" "GT30" 0.977226087113175 "GT" "Managed" 1 "Bacteria"
"15556" "GT30" 0.963093688605185 "GT" "Managed" 1 "Bacteria"
"15557" "GT30" 0.995506890685189 "GT" "Managed" 1 "Bacteria"
"15558" "GT30" 0.991835128854273 "GT" "Managed" 1 "Bacteria"
"15559" "GT30" 0.987322983320413 "GT" "Managed" 1 "Bacteria"
"15560" "GT30" 0.973891414686637 "GT" "Managed" 1 "Bacteria"
"15561" "GT30" 0.953228126083996 "GT" "Managed" 1 "Bacteria"
"15562" "GT30" 0.981344425865079 "GT" "Managed" 1 "Bacteria"
"15563" "GT30" 0.957348693925859 "GT" "Managed" 1 "Bacteria"
"15564" "GT30" 0.992325730279562 "GT" "Managed" 1 "Bacteria"
"15565" "GT30" 0.995278414837911 "GT" "Managed" 1 "Bacteria"
"15566" "GT30" 0.989581910040894 "GT" "Managed" 1 "Bacteria"
"15567" "GT30" 0.988370513959822 "GT" "Managed" 1 "Bacteria"
"15568" "GT30" 0.97636268614514 "GT" "Managed" 1 "Bacteria"
"15569" "GT30" 0.967295987081618 "GT" "Managed" 1 "Bacteria"
"15570" "GT30" 0.896131032470918 "GT" "Managed" 1 "Bacteria"
"15571" "GT30" 0.981899702044426 "GT" "Managed" 1 "Bacteria"
"15572" "GT30" 0.979434567045133 "GT" "Managed" 1 "Bacteria"
"15573" "GT30" 0.980001639268865 "GT" "Managed" 1 "Bacteria"
"15574" "GT30" 0.994072123785072 "GT" "Managed" 1 "Bacteria"
"15575" "GT30" 0.986298276867132 "GT" "Managed" 1 "Bacteria"
"15576" "GT30" 0.99423355118166 "GT" "Managed" 1 "Bacteria"
"15577" "GT30" 0.987407498476082 "GT" "Managed" 1 "Bacteria"
"15578" "GT30" 0.829800166955624 "GT" "Managed" 1 "Bacteria"
"15579" "GT30" 0.992905007466406 "GT" "Managed" 1 "Bacteria"
"15580" "GT30" 0.787828644100898 "GT" "Managed" 1 "Bacteria"
"15581" "GT30" 0.976737122146717 "GT" "Managed" 1 "Bacteria"
"15582" "GT30" 0.949303924517032 "GT" "Managed" 1 "Bacteria"
"15583" "GT30" 0.952690189971811 "GT" "Managed" 1 "Bacteria"
"15584" "GT30" 0.996972390588447 "GT" "Managed" 1 "Bacteria"
"15585" "GT30" 0.995132304303561 "GT" "Managed" 1 "Bacteria"
"15586" "GT30" 0.979542530625461 "GT" "Managed" 1 "Bacteria"
"15587" "GT30" 0.986258853204873 "GT" "Managed" 1 "Bacteria"
"15588" "GT30" 0.978572294303035 "GT" "Managed" 1 "Bacteria"
"15589" "GT30" 0.987491875675077 "GT" "Managed" 1 "Bacteria"
"15590" "GT30" 0.958824482568268 "GT" "Managed" 1 "Bacteria"
"15591" "GT30" 0.926355229240158 "GT" "Managed" 1 "Bacteria"
"15592" "GT30" 0.9861717054074 "GT" "Managed" 1 "Bacteria"
"15593" "GT30" 0.894277760230962 "GT" "Managed" 1 "Bacteria"
"15594" "GT30" 0.942177747171146 "GT" "Managed" 1 "Bacteria"
"15595" "GT30" 0.931406754013986 "GT" "Managed" 1 "Bacteria"
"15596" "GT30" 0.926300264592055 "GT" "Managed" 1 "Bacteria"
"15597" "GT30" 0.982302538054372 "GT" "Managed" 1 "Bacteria"
"15598" "GT30" 0.993898894066476 "GT" "Managed" 1 "Bacteria"
"15599" "GT30" 0.85677534048666 "GT" "Managed" 1 "Bacteria"
"15600" "GT30" 0.985662517836845 "GT" "Managed" 1 "Bacteria"
"15601" "GT30" 0.973048310898747 "GT" "Managed" 1 "Bacteria"
"15602" "GT30" 0.956649440609864 "GT" "Managed" 1 "Bacteria"
"15603" "GT30" 0.985910700264085 "GT" "Managed" 1 "Bacteria"
"15604" "GT30" 0.918773919427453 "GT" "Managed" 1 "Bacteria"
"15605" "GT30" 0.945940063465392 "GT" "Managed" 1 "Bacteria"
"15606" "GT30" 0.960216878665347 "GT" "Managed" 1 "Bacteria"
"15607" "GT30" 0.985181597076636 "GT" "Managed" 1 "Bacteria"
"15608" "GT30" 0.996306664838042 "GT" "Managed" 1 "Bacteria"
"15609" "GT30" 0.974943409803769 "GT" "Managed" 1 "Bacteria"
"15610" "GT30" 0.987850961728965 "GT" "Managed" 1 "Bacteria"
"15611" "GT30" 0.997310550694083 "GT" "Managed" 1 "Bacteria"
"15612" "GT30" 0.963471909578553 "GT" "Managed" 1 "Bacteria"
"15613" "GT30" 0.967901090758089 "GT" "Managed" 1 "Bacteria"
"15614" "GT30" 0.95307607827591 "GT" "Managed" 1 "Bacteria"
"15615" "GT30" 0.940131808511843 "GT" "Managed" 1 "Bacteria"
"15616" "GT30" 0.966923217312727 "GT" "Managed" 1 "Bacteria"
"15617" "GT30" 0.982204070582521 "GT" "Managed" 1 "Bacteria"
"15618" "GT30" 0.986319760448278 "GT" "Managed" 1 "Bacteria"
"15619" "GT30" 0.959872142906976 "GT" "Managed" 1 "Bacteria"
"15620" "GT30" 0.954207967871449 "GT" "Managed" 1 "Bacteria"
"15621" "GT30" 0.96298615728403 "GT" "Managed" 1 "Bacteria"
"15622" "GT30" 0.828574286110976 "GT" "Managed" 1 "Bacteria"
"15623" "GT30" 0.98488478364252 "GT" "Managed" 1 "Bacteria"
"15624" "GT30" 0.971852985050871 "GT" "Managed" 1 "Bacteria"
"15625" "GT30" 0.865655700847446 "GT" "Managed" 1 "Bacteria"
"15626" "GT30" 0.990535143017661 "GT" "Managed" 1 "Bacteria"
"15627" "GT30" 0.988078015743293 "GT" "Managed" 1 "Bacteria"
"15628" "GT30" 0.935988441926285 "GT" "Managed" 1 "Bacteria"
"15629" "GT30" 0.988034475555034 "GT" "Managed" 1 "Bacteria"
"15630" "GT30" 0.927465953160779 "GT" "Managed" 1 "Bacteria"
"15631" "GT30" 0.891534769321735 "GT" "Managed" 1 "Bacteria"
"15632" "GT30" 0.878418523638872 "GT" "Managed" 1 "Bacteria"
"15633" "GT30" 0.987476403414085 "GT" "Managed" 1 "Bacteria"
"15634" "GT30" 0.953986224903731 "GT" "Managed" 1 "Bacteria"
"15635" "GT30" 0.939329609647803 "GT" "Managed" 1 "Bacteria"
"15636" "GT30" 0.960474658930613 "GT" "Managed" 1 "Bacteria"
"15637" "GT30" 0.842931813235353 "GT" "Managed" 1 "Bacteria"
"15638" "GT30" 0.923391022867525 "GT" "Managed" 1 "Bacteria"
