"shannon_bacteria" "Sample" "shannon_fungi" "cazyme_div_bacteria" "cazyme_div_fungi" "pcyc_div_bacteria" "pcyc_div_fungi" "ncyc_div_bacteria"
"154" 5.39557106090713 "Sample_157" 4.36551331518216 3.493123738445 3.22304619656282 4.08732629855904 3.17051781371142 2.67551240228391
"155" 6.05677405790638 "Sample_158" 3.37948624026596 3.54479035454342 3.15312759969226 4.059044978504 3.24301008787161 2.74800458250639
"156" 5.32207802956511 "Sample_159" NA 3.50754694876647 3.14507210364444 4.05076432062101 3.16266674157836 2.52624628304937
"157" 6.06311202314946 "Sample_160" 3.00998865810669 3.54206424522655 3.03730161863938 4.05800888638112 3.15075554822517 2.65357787349944
"158" 5.28929154090066 "Sample_161" 2.90866648876859 NA NA NA NA NA
"159" 5.99175156103895 "Sample_162" 4.3884728738676 NA NA NA NA NA
"160" 4.48376410706026 "Sample_163" 1.80484607882017 NA NA NA NA NA
"161" 6.0906272371463 "Sample_164" 3.71412425479207 NA NA NA NA NA
"162" 5.96752320854147 "Sample_165" 3.54406920712647 NA NA NA NA NA
"163" 5.40553834758046 "Sample_166" 3.39188527539183 NA NA NA NA NA
"164" 4.8982968656534 "Sample_167" 1.49042416796869 3.50675243209216 3.24023573197594 4.0334538743103 3.08635723694397 2.66148696886579
"165" 5.94527629452164 "Sample_168" 4.16855420570343 3.55328491378214 2.98425068111708 4.05439220425439 3.25421809434977 2.81329756007568
"166" 4.99827307769792 "Sample_169" 3.94595650487074 NA NA NA NA NA
"167" 6.09300887626525 "Sample_170" 3.82423558985282 3.49193189959709 2.9309758633526 4.06553778111854 3.25511752703506 2.73617881211029
"168" 5.36088596289305 "Sample_171" 2.23622444631967 NA NA NA NA NA
"169" 5.92189687589302 "Sample_172" 3.66637906562609 NA NA NA NA NA
"170" 6.18964122258821 "Sample_173" 3.56561744625758 NA NA NA NA NA
"171" 5.37983481363495 "Sample_174" 3.75949925283481 NA NA NA NA NA
"172" 4.96419039795394 "Sample_175" 2.96530210291198 NA NA NA NA NA
"173" 5.78266403167087 "Sample_176" NA NA NA NA NA NA
"174" 5.71046898233789 "Sample_177" 3.61424510212918 NA NA NA NA NA
"175" 6.21778082246878 "Sample_178" 4.38966671527568 NA NA NA NA NA
"176" 6.07026254038472 "Sample_179" NA NA NA NA NA NA
"177" 4.91692484711222 "Sample_180" 3.28640566632473 3.46728231924497 3.4876343020042 4.04266739898551 3.14289858273729 2.56132703037187
"178" 5.53989430656424 "Sample_181" 4.45441736385957 3.54023649398884 3.58340230976228 4.05829043207023 3.22172759442424 2.46953464729425
"179" 5.25980485499103 "Sample_182" 2.72283900176576 3.41953949202106 3.19943185598801 4.05450384995617 3.20418300768402 2.37983430785443
"180" 5.94987857593377 "Sample_183" NA 3.50856436211244 2.93423970704821 4.06228323172067 3.21705355428507 2.7334184135776
"181" 5.5694464808965 "Sample_184" NA NA NA NA NA NA
"182" 6.34313145259141 "Sample_185" 3.76853198414857 NA NA NA NA NA
"183" 4.84003309901368 "Sample_186" 3.3430047878627 NA NA NA NA NA
"184" 5.14434072380945 "Sample_187" 3.19485696067318 NA NA NA NA NA
"185" 4.92382315692228 "Sample_189" 4.13508737993286 NA NA NA NA NA
"186" 5.74438834247121 "Sample_190" 3.9257134602782 NA NA NA NA NA
"187" 4.76729543511285 "Sample_191" 3.2041526027037 NA NA NA NA NA
"188" 5.33028243692003 "Sample_193" 3.87906360498728 NA NA NA NA NA
"189" 6.07192562889654 "Sample_194" NA NA NA NA NA NA
"190" 6.40823049067846 "Sample_195" 2.49125221777597 NA NA NA NA NA
"191" 4.32683283904113 "Sample_197" 2.59456206891236 3.50086247623078 3.76159081556126 4.03784639132262 3.1445786843794 2.01200046145237
"192" 5.56849555517889 "Sample_198" 3.86673430543359 3.52544360398043 3.19378871047089 4.06855718074818 3.15998350156584 2.73996426324855
"193" 4.63451084424678 "Sample_199" 3.52071393699828 3.47806090682097 3.607529347031 4.04922698755102 3.15395115914589 2.17566852173833
"194" 6.34931120662234 "Sample_200" 4.26180391836455 3.57044965602088 2.87014161391276 4.04861704433995 3.25260091781877 2.72072338214376
"195" 5.24222325444193 "Sample_201" 3.93459269945401 3.5640662001558 3.67046815394554 4.05223296254449 3.22415283556981 2.126693729357
"196" 5.62905498730965 "Sample_202" 4.29408484611714 3.52267537806592 2.84698344225994 4.03990893366183 3.15155580123105 2.54975795676742
"197" 5.24900608445696 "Sample_203" 2.84680363649394 NA NA NA NA NA
"198" 6.22076568833209 "Sample_204" 3.65849626352438 NA NA NA NA NA
"199" 5.72831759555823 "Sample_205" 3.80197962055963 3.49674469684747 3.36272820744007 4.07550711095424 3.19378248668104 2.47948302939168
"200" 5.83788088475808 "Sample_206" 4.01550242704504 3.49435322964307 3.0777583884954 4.05082504096133 3.23457044983044 2.70908744666847
"201" 5.3183620457679 "Sample_207" 2.01420645038467 NA NA NA NA NA
"202" 5.7531553449163 "Sample_208" 4.22152480538061 NA NA NA NA NA
"203" 4.9981604653918 "Sample_209" 1.46223070793546 3.46767258461001 3.59493660600225 4.07074752957425 3.23986685890267 2.39108456434759
"204" 5.74399306542605 "Sample_210" 3.72222502224066 3.47326798044216 3.00028041615107 4.05316462856798 3.26296403456448 2.70925492588563
